Year,Prscrbr_Geo_Lvl,Prscrbr_Geo_Desc,Breakout_Type,Breakout,Tot_Prscrbrs,Tot_Opioid_Prscrbrs,Tot_Opioid_Clms,Tot_Clms,Opioid_Prscrbng_Rate,Opioid_Prscrbng_Rate_5Y_Chg,Opioid_Prscrbng_Rate_1Y_Chg,LA_Tot_Opioid_Clms,LA_Opioid_Prscrbng_Rate,LA_Opioid_Prscrbng_Rate_5Y_Chg,LA_Opioid_Prscrbng_Rate_1Y_Chg
2019,State,Kentucky,Totals,Overall,"16,892","10,316","1,514,899","29,583,406",5.12%,-0.90%,-0.10%,"97,148",6.41%,-2.57%,-0.77%
2019,State,Louisiana,Totals,Overall,"18,380","12,659","1,367,767","26,579,391",5.15%,-1.12%,-0.20%,"100,542",7.35%,-0.85%,-0.58%
2019,State,Maine,Totals,Overall,"6,404","4,145","305,575","6,950,146",4.40%,-1.87%,-0.18%,"49,864",16.32%,-1.92%,-0.75%
2019,State,Maryland,Totals,Overall,"24,498","15,725","933,513","19,594,479",4.76%,-1.45%,-0.22%,"148,648",15.92%,-1.03%,-0.81%
2019,State,Massachusetts,Totals,Overall,"36,988","23,028","1,137,441","34,914,678",3.26%,-1.23%,-0.06%,"163,389",14.36%,-1.09%,-0.68%
2019,State,Michigan,Totals,Overall,"43,309","30,583","2,595,711","50,868,312",5.10%,-2.35%,-0.45%,"283,599",10.93%,-1.53%,-0.83%
2019,State,Minnesota,Totals,Overall,"23,498","16,098","878,126","23,344,567",3.76%,-1.64%,-0.28%,"104,798",11.93%,-3.05%,-0.97%
2019,State,Mississippi,Totals,Overall,"9,784","7,086","805,204","17,719,578",4.54%,-1.73%,-0.39%,"58,166",7.22%,-1.05%,-0.51%
2019,State,Missouri,Totals,Overall,"22,877","14,228","1,747,630","35,871,468",4.87%,-1.22%,-0.20%,"176,505",10.10%,-2.19%,-1.30%
2019,State,Montana,Totals,Overall,"4,457","3,164","239,927","4,462,635",5.38%,-1.43%,-0.35%,"32,633",13.60%,-3.84%,-0.99%
2019,State,Nebraska,Totals,Overall,"7,520","5,312","392,368","9,691,854",4.05%,-1.03%,-0.24%,"52,156",13.29%,-0.75%,-0.50%
2019,State,Nevada,Totals,Overall,"8,716","5,842","588,165","9,825,343",5.99%,-2.05%,-0.28%,"72,784",12.37%,-2.38%,-1.34%
2019,State,"New Hampshire",Totals,Overall,"6,351","4,136","238,559","5,966,688",4.00%,-2.13%,-0.30%,"44,184",18.52%,-2.60%,-1.38%
2019,State,"New Jersey",Totals,Overall,"33,056","20,211","1,211,676","37,460,894",3.23%,-1.13%,-0.18%,"172,303",14.22%,-2.26%,-1.17%
2019,State,"New Mexico",Totals,Overall,"7,943","5,300","377,411","7,606,036",4.96%,-1.66%,-0.37%,"35,061",9.29%,-3.34%,-0.96%
2019,State,"New York",Totals,Overall,"96,669","51,745","2,530,731","100,964,938",2.51%,-0.58%,-0.14%,"321,027",12.69%,-2.30%,-0.79%
2019,State,"North Carolina",Totals,Overall,"38,136","27,598","2,722,300","53,081,182",5.13%,-1.20%,-0.13%,"327,398",12.03%,-1.41%,-0.57%
2019,State,"North Dakota",Totals,Overall,"3,116","2,146","129,637","3,826,136",3.39%,-1.32%,-0.19%,"16,694",12.88%,-4.42%,-1.18%
2019,State,Ohio,Totals,Overall,"47,970","32,389","2,508,611","63,695,561",3.94%,-1.75%,-0.27%,"231,140",9.21%,-1.67%,-0.69%
2019,State,Oklahoma,Totals,Overall,"12,614","8,847","1,073,514","17,897,973",6.00%,-1.62%,-0.68%,"129,608",12.07%,-1.59%,-1.06%
2019,State,Oregon,Totals,Overall,"17,942","12,374","981,881","17,333,494",5.66%,-1.92%,-0.37%,"122,153",12.44%,-5.26%,-0.92%
2019,State,Pennsylvania,Totals,Overall,"59,855","36,391","2,777,305","75,524,535",3.68%,-1.40%,-0.28%,"389,035",14.01%,-1.52%,-0.76%
2019,State,"Rhode Island",Totals,Overall,"5,195","3,305","170,718","5,944,591",2.87%,-1.11%,-0.12%,"17,989",10.54%,-1.33%,-0.18%
2019,State,"South Carolina",Totals,Overall,"18,528","12,386","1,293,395","26,700,524",4.84%,-1.60%,-0.36%,"125,500",9.70%,0.03%,-0.43%
2019,State,"South Dakota",Totals,Overall,"3,581","2,495","176,907","4,360,946",4.06%,-1.23%,-0.31%,"25,335",14.32%,-2.47%,-1.34%
2019,State,Tennessee,Totals,Overall,"26,130","18,574","2,278,745","40,063,673",5.69%,-1.68%,-0.48%,"226,305",9.93%,-4.05%,-0.94%
2019,State,Texas,Totals,Overall,"79,089","54,983","4,691,289","97,384,038",4.82%,-1.22%,-0.24%,"366,016",7.80%,-0.52%,-0.59%
2019,State,Utah,Totals,Overall,"9,348","6,846","518,490","8,089,284",6.41%,-1.49%,-0.39%,"69,445",13.39%,-1.18%,-0.48%
2019,State,Vermont,Totals,Overall,"2,776","1,744","109,415","2,685,316",4.07%,-1.91%,-0.28%,"22,034",20.14%,-2.04%,-1.07%
2019,State,Virginia,Totals,Overall,"28,336","19,591","1,314,742","31,176,498",4.22%,-1.70%,-0.19%,"149,169",11.35%,0.01%,-0.34%
2019,State,Washington,Totals,Overall,"29,869","19,722","1,350,854","25,182,239",5.36%,-1.81%,-0.54%,"181,545",13.44%,-3.71%,-1.00%
2019,State,"West Virginia",Totals,Overall,"7,799","4,881","494,317","11,934,752",4.14%,-2.26%,-0.31%,"37,203",7.53%,-1.41%,-0.15%
2019,State,Wisconsin,Totals,Overall,"22,753","15,928","1,182,328","26,964,843",4.38%,-1.63%,-0.29%,"156,183",13.21%,-4.63%,-1.26%
2019,State,Wyoming,Totals,Overall,"2,038","1,383","91,554","1,854,386",4.94%,-1.31%,-0.35%,"11,962",13.07%,-2.80%,-1.50%
2019,State,"American Samoa",Totals,Overall,2,0,0,25,0.00%,-3.27%,-11.67%,0,,,
2019,State,Guam,Totals,Overall,164,106,"1,246","75,751",1.64%,-0.43%,-0.08%,101,8.11%,-1.33%,-2.78%
2019,State,"Northern Mariana Islands",Totals,Overall,30,15,120,"9,890",1.21%,-1.70%,-0.52%,0,0.00%,-6.14%,
2019,State,"Puerto Rico",Totals,Overall,"10,440","5,891","277,937","28,701,504",0.97%,-1.31%,-0.23%,"5,878",2.11%,0.48%,0.06%
2019,State,"Virgin Islands",Totals,Overall,172,102,"2,065","213,096",0.97%,-0.78%,0.06%,74,3.58%,-1.27%,-3.36%
2019,State,Alabama,Rural/Urban,Rural,"2,177","1,376","392,586","6,683,686",5.87%,-1.59%,-0.58%,"22,046.5",5.62%,-1.93%,-0.97%
2019,State,Alaska,Rural/Urban,Rural,946,670,"30,615","580,471",5.27%,-2.48%,-1.34%,"6,094",19.91%,-1.48%,-3.88%
2019,State,Arizona,Rural/Urban,Rural,"1,897","1,303","144,690","2,388,501",6.06%,-1.87%,-0.65%,"19,797",13.68%,-2.41%,-1.97%
2019,State,Arkansas,Rural/Urban,Rural,"2,541","2,033","333,595","6,840,583",4.88%,-1.29%,-0.29%,"19,391",5.81%,-1.43%,-0.42%
2019,State,California,Rural/Urban,Rural,"4,592","3,206","371,791","6,124,948",6.07%,-2.24%,-0.66%,"48,802.5",13.13%,-2.47%,-0.69%
2019,State,Colorado,Rural/Urban,Rural,"2,290","1,755","122,576","2,333,587",5.25%,-1.88%,-0.34%,"16,163",13.19%,-3.18%,-0.55%
2019,State,Connecticut,Rural/Urban,Rural,415,251,"17,373","520,877",3.34%,-1.54%,-0.16%,"2,125",12.23%,-3.67%,-1.45%
2019,State,Delaware,Rural/Urban,Rural,530,375,"42,652","996,974",4.28%,-2.63%,-0.49%,"7,671",17.99%,-4.20%,-2.58%
2019,State,"District of Columbia",Rural/Urban,Rural,0,0,0,0,,,,0,,,
2019,State,Florida,Rural/Urban,Rural,"1,215",741,"108,359","2,278,772",4.76%,-1.31%,-0.36%,"8,999.5",8.31%,-1.67%,-0.96%
2019,State,Georgia,Rural/Urban,Rural,"3,745","2,748","539,556","10,999,569",4.91%,-0.94%,-0.06%,"44,323.5",8.21%,0.02%,-0.19%
2019,State,Hawaii,Rural/Urban,Rural,792,549,"43,737","879,465",4.97%,-0.63%,-0.20%,"6,498.5",14.86%,-2.88%,-1.34%
2019,State,Idaho,Rural/Urban,Rural,"1,447","1,032","104,649","1,903,189",5.50%,-1.91%,-0.54%,"14,820.5",14.16%,-3.97%,-1.47%
2019,State,Illinois,Rural/Urban,Rural,"3,835","2,876","347,647","8,421,230",4.13%,-0.88%,-0.21%,"32,709",9.41%,-2.58%,-0.96%
2019,State,Indiana,Rural/Urban,Rural,"3,624","2,621","363,948","7,738,625",4.70%,-1.47%,-0.12%,"32,452",8.92%,-3.42%,-1.14%
2019,State,Iowa,Rural/Urban,Rural,"3,403","2,410","261,642","7,194,154",3.64%,-0.98%,-0.20%,"36,762",14.05%,-1.35%,-1.11%
2019,State,Kansas,Rural/Urban,Rural,"2,897","2,254","277,785","5,590,587",4.97%,-1.19%,-0.21%,"40,024.5",14.41%,-0.86%,-0.81%
2019,State,Kentucky,Rural/Urban,Rural,"5,776","3,624","682,023","14,658,968",4.65%,-1.07%,-0.16%,"34,216",5.02%,-1.59%,-0.36%
2019,State,Louisiana,Rural/Urban,Rural,"1,530","1,145","163,413","4,185,612",3.90%,-1.22%,-0.12%,"9,076",5.55%,0.55%,0.24%
2019,State,Maine,Rural/Urban,Rural,"2,398","1,584","160,642","3,358,669",4.78%,-1.35%,-0.18%,"31,872",19.84%,0.89%,-0.73%
2019,State,Maryland,Rural/Urban,Rural,642,441,"41,900","1,040,875",4.03%,-1.42%,-0.10%,"6,096.5",14.55%,0.65%,0.17%
2019,State,Massachusetts,Rural/Urban,Rural,576,386,"27,594","823,957",3.35%,-1.41%,-0.07%,"4,907.5",17.78%,0.18%,0.18%
2019,State,Michigan,Rural/Urban,Rural,"5,222","3,710","437,184","9,163,921",4.77%,-2.71%,-0.66%,"60,903",13.93%,-2.26%,-1.13%
2019,State,Minnesota,Rural/Urban,Rural,"4,003","3,022","242,027","7,112,239",3.40%,-1.68%,-0.30%,"31,231.5",12.90%,-3.84%,-0.92%
2019,State,Mississippi,Rural/Urban,Rural,"4,216","3,138","438,606","9,962,101",4.40%,-1.64%,-0.32%,"31,097.5",7.09%,-0.18%,-0.34%
2019,State,Missouri,Rural/Urban,Rural,"3,821","2,370","495,486","10,270,983",4.82%,-1.23%,-0.21%,"49,766",10.04%,-1.61%,-0.86%
2019,State,Montana,Rural/Urban,Rural,"2,361","1,700","134,649","2,491,023",5.41%,-1.64%,-0.33%,"20,314",15.09%,-3.15%,-0.86%
2019,State,Nebraska,Rural/Urban,Rural,"2,031","1,546","163,593","4,108,395",3.98%,-0.89%,-0.23%,"26,942",16.47%,-0.16%,-0.39%
2019,State,Nevada,Rural/Urban,Rural,484,368,"31,904","651,149",4.90%,-2.70%,-0.47%,"3,273.5",10.26%,-1.44%,-0.12%
2019,State,"New Hampshire",Rural/Urban,Rural,"2,956","1,963","99,297","2,710,614",3.66%,-2.26%,-0.22%,"18,158",18.29%,-3.27%,-1.10%
2019,State,"New Jersey",Rural/Urban,Rural,273,164,"22,672","446,385",5.08%,-0.12%,-0.47%,"4,361.5",19.24%,-0.59%,-1.61%
2019,State,"New Mexico",Rural/Urban,Rural,"1,759","1,236","111,722","2,291,529",4.88%,-1.50%,-0.41%,"10,922.5",9.78%,-2.51%,-0.93%
2019,State,"New York",Rural/Urban,Rural,"4,817","3,164","304,168","8,617,355",3.53%,-0.61%,-0.10%,"41,777.5",13.74%,-2.74%,-1.11%
2019,State,"North Carolina",Rural/Urban,Rural,"6,108","4,664","653,623","13,547,248",4.82%,-1.23%,-0.06%,"60,853.5",9.31%,-2.33%,-0.51%
2019,State,"North Dakota",Rural/Urban,Rural,"1,021",742,"50,756","1,655,740",3.07%,-0.89%,-0.11%,"7,083",13.96%,-3.61%,-1.00%
2019,State,Ohio,Rural/Urban,Rural,"6,604","4,594","482,284","13,556,145",3.56%,-1.82%,-0.16%,"43,585",9.04%,-1.68%,-0.52%
2019,State,Oklahoma,Rural/Urban,Rural,"3,600","2,644","374,643","7,086,437",5.29%,-1.62%,-0.61%,"34,401",9.18%,-1.43%,-0.60%
2019,State,Oregon,Rural/Urban,Rural,"3,252","2,319","215,951","4,020,508",5.37%,-2.23%,-0.39%,"25,408.5",11.77%,-4.91%,-0.77%
2019,State,Pennsylvania,Rural/Urban,Rural,"4,673","3,136","369,441","10,263,403",3.60%,-1.32%,-0.22%,"55,561.5",15.04%,-1.39%,-0.58%
2019,State,"Rhode Island",Rural/Urban,Rural,0,0,0,0,,,,0,,,
2019,State,"South Carolina",Rural/Urban,Rural,"2,363","1,624","231,404","5,262,132",4.40%,-1.63%,-0.34%,"13,909",6.01%,-1.29%,-0.61%
2019,State,"South Dakota",Rural/Urban,Rural,"1,331","1,004","79,189","2,214,223",3.58%,-1.33%,-0.45%,"12,428",15.69%,-3.21%,-1.96%
2019,State,Tennessee,Rural/Urban,Rural,"4,366","3,333","615,081","11,116,576",5.53%,-1.82%,-0.67%,"50,311",8.18%,-4.43%,-1.40%
2019,State,Texas,Rural/Urban,Rural,"6,626","4,977","578,487","13,776,451",4.20%,-1.40%,-0.28%,"38,062.5",6.58%,-0.56%,-0.71%
2019,State,Utah,Rural/Urban,Rural,835,679,"72,524","1,047,693",6.92%,-1.45%,-0.48%,"10,288.5",14.19%,-1.93%,-0.53%
2019,State,Vermont,Rural/Urban,Rural,"1,507",987,"71,193","1,806,865",3.94%,-1.84%,-0.08%,"14,603",20.51%,-2.15%,-0.88%
2019,State,Virginia,Rural/Urban,Rural,"2,565","1,948","254,284","6,323,593",4.02%,-1.75%,-0.10%,"20,924",8.23%,-0.84%,-0.10%
2019,State,Washington,Rural/Urban,Rural,"2,377","1,692","159,535","2,751,445",5.80%,-1.82%,-0.54%,"21,702",13.60%,-3.53%,-0.90%
2019,State,"West Virginia",Rural/Urban,Rural,"1,784","1,151","143,814","3,725,804",3.86%,-1.91%,-0.27%,"11,735",8.16%,0.09%,0.31%
2019,State,Wisconsin,Rural/Urban,Rural,"4,540","3,436","285,037","7,180,946",3.97%,-1.69%,-0.31%,"39,876",13.99%,-4.39%,-0.73%
2019,State,Wyoming,Rural/Urban,Rural,"1,263",863,"57,683","1,130,688",5.10%,-1.30%,-0.32%,"8,146",14.12%,-3.12%,-2.11%
2019,State,"American Samoa",Rural/Urban,Rural,0,0,0,0,,,,0,,,
2019,State,Guam,Rural/Urban,Rural,0,0,0,0,,,,0,,,
2019,State,"Northern Mariana Islands",Rural/Urban,Rural,0,0,0,0,,,,0,,,
2019,State,"Puerto Rico",Rural/Urban,Rural,139,87,"7,009","593,695",1.18%,-1.52%,-0.27%,132,1.88%,-0.03%,0.24%
2019,State,"Virgin Islands",Rural/Urban,Rural,0,0,0,0,,,,0,,,
2019,State,Alabama,Rural/Urban,Urban,"12,795","7,969","1,403,607","21,014,662",6.68%,-1.31%,-0.36%,"120,305.5",8.57%,-2.24%,-0.67%
2019,State,Alaska,Rural/Urban,Urban,"1,901","1,265","49,696","1,058,633",4.69%,-1.71%,-0.68%,"8,946.5",18.00%,-3.30%,-1.41%
2019,State,Arizona,Rural/Urban,Urban,"23,977","15,274","1,215,264","23,305,200",5.21%,-1.77%,-0.29%,"177,170.5",14.58%,-2.35%,-1.10%
2019,State,Arkansas,Rural/Urban,Urban,"7,159","5,225","664,724","11,053,720",6.01%,-0.99%,-0.35%,"61,963",9.32%,-1.69%,-0.96%
2019,State,California,Rural/Urban,Urban,"124,645","77,680","5,514,948","132,806,155",4.15%,-1.23%,-0.34%,"653,305.5",11.85%,-0.87%,-0.40%
2019,State,Colorado,Rural/Urban,Urban,"18,972","13,518","864,247","15,069,513",5.74%,-1.79%,-0.46%,"127,043",14.70%,-2.09%,-0.97%
2019,State,Connecticut,Rural/Urban,Urban,"17,645","10,500","560,749","16,353,388",3.43%,-1.15%,-0.13%,"90,721",16.18%,-2.22%,-0.45%
2019,State,Delaware,Rural/Urban,Urban,"3,229","2,160","138,917","3,297,563",4.21%,-2.30%,-0.78%,"26,336",18.96%,-0.91%,-1.19%
2019,State,"District of Columbia",Rural/Urban,Urban,"4,956","3,069","75,226","2,071,123",3.63%,-0.96%,-0.18%,"10,340",13.75%,0.66%,0.59%
2019,State,Florida,Rural/Urban,Urban,"77,262","44,645","4,756,982","106,588,944",4.46%,-0.83%,-0.36%,"656,905.5",13.81%,-0.21%,-0.69%
2019,State,Georgia,Rural/Urban,Urban,"28,271","18,736","1,988,996","36,612,375",5.43%,-1.09%,-0.23%,"225,326.5",11.33%,-0.27%,-0.42%
2019,State,Hawaii,Rural/Urban,Urban,"3,612","2,212","94,859","3,090,543",3.07%,-0.34%,-0.10%,"13,294.5",14.02%,-1.13%,0.11%
2019,State,Idaho,Rural/Urban,Urban,"4,742","3,321","306,088","4,860,537",6.30%,-1.64%,-0.38%,"46,369.5",15.15%,-1.86%,-0.78%
2019,State,Illinois,Rural/Urban,Urban,"45,045","29,733","1,729,306","43,507,673",3.97%,-0.96%,-0.21%,"164,903.5",9.54%,-2.12%,-0.89%
2019,State,Indiana,Rural/Urban,Urban,"19,591","13,654","1,415,106","26,370,694",5.37%,-1.47%,-0.18%,"154,459",10.92%,-3.10%,-0.79%
2019,State,Iowa,Rural/Urban,Urban,"7,851","5,421","373,029","9,642,681",3.87%,-1.24%,-0.21%,"44,111",11.83%,-2.47%,-1.04%
2019,State,Kansas,Rural/Urban,Urban,"7,454","5,232","451,764","8,497,781",5.32%,-1.27%,-0.27%,"54,915.5",12.16%,-2.66%,-1.33%
2019,State,Kentucky,Rural/Urban,Urban,"11,110","6,687","832,475","14,920,103",5.58%,-0.76%,-0.04%,"69,560.5",8.36%,-3.61%,-1.08%
2019,State,Louisiana,Rural/Urban,Urban,"16,735","11,419","1,203,345","22,370,775",5.38%,-1.12%,-0.22%,"99,697",8.28%,-0.96%,-0.64%
2019,State,Maine,Rural/Urban,Urban,"4,006","2,561","144,933","3,591,477",4.04%,-2.37%,-0.18%,"21,109",14.56%,-4.30%,-0.60%
2019,State,Maryland,Rural/Urban,Urban,"23,856","15,284","891,613","18,553,604",4.81%,-1.45%,-0.22%,"157,597.5",17.68%,-0.69%,-0.50%
2019,State,Massachusetts,Rural/Urban,Urban,"36,411","22,641","1,109,837","34,090,639",3.26%,-1.22%,-0.06%,"179,056.5",16.13%,-0.68%,-0.69%
2019,State,Michigan,Rural/Urban,Urban,"38,086","26,873","2,158,527","41,704,379",5.18%,-2.26%,-0.39%,"245,747.5",11.38%,-1.00%,-0.70%
2019,State,Minnesota,Rural/Urban,Urban,"19,453","13,044","633,571","16,159,371",3.92%,-1.64%,-0.27%,"86,249",13.61%,-2.11%,-0.84%
2019,State,Mississippi,Rural/Urban,Urban,"5,562","3,943","365,689","7,742,415",4.72%,-1.90%,-0.48%,"32,006.5",8.75%,-1.62%,-0.39%
2019,State,Missouri,Rural/Urban,Urban,"19,056","11,858","1,252,144","25,600,485",4.89%,-1.21%,-0.19%,"137,548.5",10.99%,-2.34%,-1.41%
2019,State,Montana,Rural/Urban,Urban,"2,096","1,464","105,278","1,971,612",5.34%,-1.18%,-0.37%,"14,840.5",14.10%,-3.94%,-0.93%
2019,State,Nebraska,Rural/Urban,Urban,"5,489","3,766","228,775","5,583,459",4.10%,-1.15%,-0.25%,"29,616.5",12.95%,-0.64%,-0.35%
2019,State,Nevada,Rural/Urban,Urban,"8,229","5,473","556,256","9,174,157",6.06%,-2.01%,-0.27%,"74,737",13.44%,-2.15%,-1.25%
2019,State,"New Hampshire",Rural/Urban,Urban,"3,393","2,171","139,221","3,255,631",4.28%,-2.02%,-0.37%,"29,530.5",21.21%,-1.30%,-1.28%
2019,State,"New Jersey",Rural/Urban,Urban,"32,780","20,047","1,189,004","37,013,818",3.21%,-1.14%,-0.17%,"189,812.5",15.96%,-1.75%,-0.91%
2019,State,"New Mexico",Rural/Urban,Urban,"6,183","4,063","265,672","5,314,406",5.00%,-1.74%,-0.35%,"29,052",10.94%,-3.04%,-0.62%
2019,State,"New York",Rural/Urban,Urban,"91,847","48,579","2,226,561","92,346,935",2.41%,-0.57%,-0.15%,"326,997",14.69%,-2.06%,-0.63%
2019,State,"North Carolina",Rural/Urban,Urban,"32,022","22,932","2,068,666","39,532,095",5.23%,-1.21%,-0.16%,"286,472.5",13.85%,-0.90%,-0.54%
2019,State,"North Dakota",Rural/Urban,Urban,"2,095","1,404","78,881","2,170,396",3.63%,-1.77%,-0.25%,"11,144",14.13%,-4.44%,-1.42%
2019,State,Ohio,Rural/Urban,Urban,"41,347","27,787","2,023,674","50,103,515",4.04%,-1.74%,-0.30%,"212,597",10.51%,-1.23%,-0.62%
2019,State,Oklahoma,Rural/Urban,Urban,"9,011","6,201","698,869","10,811,214",6.46%,-1.66%,-0.75%,"102,265",14.63%,-1.52%,-1.09%
2019,State,Oregon,Rural/Urban,Urban,"14,690","10,055","765,930","13,312,986",5.75%,-1.82%,-0.36%,"106,620.5",13.92%,-4.97%,-0.89%
2019,State,Pennsylvania,Rural/Urban,Urban,"55,179","33,254","2,407,855","65,256,719",3.69%,-1.42%,-0.29%,"364,653.5",15.14%,-1.19%,-0.62%
2019,State,"Rhode Island",Rural/Urban,Urban,"5,195","3,305","170,718","5,944,591",2.87%,-1.11%,-0.12%,"20,673.5",12.11%,-0.67%,0.00%
2019,State,"South Carolina",Rural/Urban,Urban,"16,165","10,762","1,061,991","21,438,392",4.95%,-1.62%,-0.37%,"120,707.5",11.37%,0.51%,-0.30%
2019,State,"South Dakota",Rural/Urban,Urban,"2,237","1,481","96,893","2,143,002",4.52%,-1.19%,-0.19%,"14,878",15.36%,-0.85%,-0.45%
2019,State,Tennessee,Rural/Urban,Urban,"21,763","15,241","1,663,664","28,946,522",5.75%,-1.62%,-0.41%,"188,287",11.32%,-3.77%,-0.79%
2019,State,Texas,Rural/Urban,Urban,"72,458","50,004","4,112,786","83,607,322",4.92%,-1.20%,-0.24%,"376,701",9.16%,-0.35%,-0.53%
2019,State,Utah,Rural/Urban,Urban,"8,513","6,167","445,966","7,041,591",6.33%,-1.50%,-0.38%,"64,905.5",14.55%,-0.73%,-0.53%
2019,State,Vermont,Rural/Urban,Urban,"1,258",755,"38,190","871,043",4.38%,-2.11%,-0.67%,"9,308",24.37%,0.81%,-0.19%
2019,State,Virginia,Rural/Urban,Urban,"25,766","17,641","1,060,417","24,852,535",4.27%,-1.69%,-0.21%,"146,013",13.77%,0.77%,-0.16%
2019,State,Washington,Rural/Urban,Urban,"27,492","18,030","1,191,319","22,430,794",5.31%,-1.80%,-0.54%,"176,803.5",14.84%,-3.36%,-0.83%
2019,State,"West Virginia",Rural/Urban,Urban,"6,014","3,730","350,503","8,208,911",4.27%,-2.43%,-0.32%,"29,166",8.32%,-1.63%,-0.22%
2019,State,Wisconsin,Rural/Urban,Urban,"18,207","12,489","896,552","19,742,756",4.54%,-1.61%,-0.28%,"128,783.5",14.36%,-4.32%,-1.31%
2019,State,Wyoming,Rural/Urban,Urban,775,520,"33,871","723,698",4.68%,-1.33%,-0.40%,"4,984.5",14.72%,-1.59%,-1.22%
2019,State,"American Samoa",Rural/Urban,Urban,0,0,0,0,,,,0,,,
2019,State,Guam,Rural/Urban,Urban,0,0,0,0,,,,0,,,
2019,State,"Northern Mariana Islands",Rural/Urban,Urban,0,0,0,0,,,,0,,,
2019,State,"Puerto Rico",Rural/Urban,Urban,"10,301","5,804","270,928","28,107,809",0.96%,-1.31%,-0.23%,"10,459.5",3.86%,1.32%,0.46%
2019,State,"Virgin Islands",Rural/Urban,Urban,0,0,0,0,,,,0,,,
2018,State,Alabama,Totals,Overall,"15,088","9,869","1,938,707","28,106,945",6.90%,-0.88%,-0.31%,"162,063",8.36%,-1.36%,-0.97%
2018,State,Alaska,Totals,Overall,"2,550","1,792","72,081","1,241,959",5.80%,-1.12%,-0.59%,"13,417",18.61%,-0.96%,-0.72%
2018,State,Arizona,Totals,Overall,"24,827","17,019","1,421,243","25,292,924",5.62%,-1.46%,-0.58%,"210,345",14.80%,-1.44%,-0.98%
2018,State,Arkansas,Totals,Overall,"9,346","7,116","1,065,054","18,046,926",5.90%,-0.87%,-0.30%,"91,167",8.56%,-0.76%,-0.95%
2018,State,California,Totals,Overall,"124,667","83,030","6,399,200","139,386,198",4.59%,-0.96%,-0.31%,"720,716",11.26%,-0.67%,-0.59%
2018,State,Colorado,Totals,Overall,"21,108","15,451","1,050,236","17,163,428",6.12%,-1.52%,-0.54%,"149,149",14.20%,-2.17%,-0.99%
2018,State,Connecticut,Totals,Overall,"17,737","11,023","599,086","16,819,369",3.56%,-1.06%,-0.30%,"89,357",14.92%,-2.03%,-1.07%
2018,State,Delaware,Totals,Overall,"3,643","2,552","207,167","4,195,767",4.94%,-1.73%,-0.55%,"39,941",19.28%,0.19%,-0.36%
2018,State,"District of Columbia",Totals,Overall,"4,924","3,147","80,854","2,123,398",3.81%,-0.78%,-0.14%,"8,328",10.30%,-1.10%,0.31%
2018,State,Florida,Totals,Overall,"75,092","45,905","5,170,747","107,055,996",4.83%,-0.44%,-0.34%,"711,359",13.76%,0.82%,-0.19%
2018,State,Georgia,Totals,Overall,"30,991","21,722","2,644,972","48,092,412",5.50%,-1.13%,-0.26%,"276,313",10.45%,0.15%,-0.20%
2018,State,Hawaii,Totals,Overall,"4,338","2,871","145,845","4,035,698",3.61%,-0.34%,-0.25%,"18,802",12.89%,-1.86%,-0.80%
2018,State,Idaho,Totals,Overall,"5,857","4,255","422,838","6,506,229",6.50%,-1.30%,-0.52%,"64,218",15.19%,-1.57%,-0.94%
2018,State,Illinois,Totals,Overall,"47,788","33,088","2,196,328","52,165,864",4.21%,-0.87%,-0.29%,"201,126",9.16%,-1.45%,-0.89%
2018,State,Indiana,Totals,Overall,"22,579","16,463","1,843,460","34,249,339",5.38%,-1.58%,-0.45%,"197,512",10.71%,-2.63%,-0.80%
2018,State,Iowa,Totals,Overall,"11,026","8,075","671,593","16,893,360",3.98%,-0.96%,-0.31%,"85,936",12.80%,-1.33%,-0.82%
2018,State,Kansas,Totals,Overall,"10,167","7,529","766,156","14,111,019",5.43%,-0.99%,-0.33%,"102,607",13.39%,-0.96%,-1.00%
2018,State,Kentucky,Totals,Overall,"16,461","10,328","1,587,622","30,442,719",5.22%,-1.04%,-0.10%,"114,027",7.18%,-1.90%,-0.74%
2018,State,Louisiana,Totals,Overall,"17,687","12,685","1,429,198","26,719,462",5.35%,-1.06%,-0.22%,"113,312",7.93%,-0.11%,-0.51%
2018,State,Maine,Totals,Overall,"6,253","4,119","319,189","6,963,414",4.58%,-1.79%,-0.49%,"54,494",17.07%,-0.95%,-1.09%
2018,State,Maryland,Totals,Overall,"23,954","16,088","969,928","19,464,724",4.98%,-1.22%,-0.49%,"162,256",16.73%,-0.08%,-0.79%
2018,State,Massachusetts,Totals,Overall,"36,334","23,338","1,186,416","35,705,205",3.32%,-1.27%,-0.26%,"178,465",15.04%,-0.34%,-0.37%
2018,State,Michigan,Totals,Overall,"42,519","31,408","2,815,486","50,756,009",5.55%,-2.02%,-0.75%,"331,029",11.76%,-0.64%,-0.27%
2018,State,Minnesota,Totals,Overall,"22,901","16,183","933,763","23,115,688",4.04%,-1.32%,-0.42%,"120,468",12.90%,-2.30%,-0.74%
2018,State,Mississippi,Totals,Overall,"9,467","7,163","900,454","18,282,330",4.93%,-1.53%,-0.67%,"69,586",7.73%,-0.33%,-0.63%
2018,State,Missouri,Totals,Overall,"22,210","14,303","1,823,280","35,978,609",5.07%,-1.12%,-0.30%,"207,852",11.40%,-0.98%,-0.75%
2018,State,Montana,Totals,Overall,"4,235","3,135","250,158","4,367,587",5.73%,-1.14%,-0.27%,"36,503",14.59%,-3.22%,-0.85%
